event_title,event_genres,line_up,place,starting_time,finishing_time,venue_information,event_location_details,event_ticket_types,ticket_price,location_identifier,location_address,remain_prices,image,data_date,url,Record ID,id,city,starting_day,free_entrance,latitud,longitud,district
DOMINGO 22 diciembre,Reggaeton,NaN,Nazca Events Club,2024-12-22 23:45:00,2024-12-23 06:00:00,"NAZCA es una sala con una gran dimensión. Dividida en dos plantas diferenciadas entre sí, cada planta tiene acceso directo desde la calle y cuenta con diferentes zonas vip de reservados que también tienen su propio acceso independiente. Con una decoración vanguardista destacan las grandes barras retroiluminadas, la gran pista central con un acceso desde la zona del parking denominada Underground Access que simula a los grandes clubs neoyorkinos. NAZCA nace como la gran apuesta de la noche madrileña donde pincharán los más reconocidos DJs del panorama nacional e internacional.",List my eventsSell tickets onlineManage Guests ListsAccess controlTable ManagementXceed Pro,"Bottle Service, Ticket","15.0, 100.0, 150.0","40.4514602,-3.6948156","Calle Orense, 24, Madrid, Spain","15.0, 100.0, 150.0",https://images.xceed.me/events/banners/domingo-1-diciembre-madrid-xceed-dc43.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/domingo-22-diciembre--173335,recEFID3qBjccWTgi,recEFID3qBjccWTgi,Madrid,Sunday,False,40.4514602,-3.6948156,Tetuán
Sunday Nights at Panthera,NaN,NaN,Panthera,2024-12-22 23:59:00,2024-12-23 03:00:00,Dinner and dance.,"Panthera lurks in the night. If you want to go out in Madrid, Panthera is the place where elegance manifests itself both at dinner and dancing, inviting guests to unleash the beast within them. Live this experience within an environment where pleasure and passion intertwine, transforming from a refined restaurant to a wild cocktail bar.","Ticket, Guest List, Downpayment Menu 2, Downpayment Menu 1, Downpayment VIP Table, Downpayment Dance floor table, Downpayment Menu 3","0.0, 20.0, 150.0, 250.0, 500.0, 750.0, 1000.0","40.4361797,-3.6917622","C/ Miguel Angel, 21, Madrid, Spain","0.0, 20.0, 150.0, 250.0, 500.0, 750.0, 1000.0",https://images.xceed.me/events/banners/jueves-99-madrid-xceed-08ba.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/sunday-nights-at-panthera-20--168905,recmMtGXwBPMlKuAZ,recmMtGXwBPMlKuAZ,Madrid,Sunday,True,40.4361797,-3.6917622,Chamberí
AMANTES by GHETTO PRIVE,"International, Elegant, Afrobeats, Amapiano, Hip-hop",NaN,Los Amantes,2024-12-22 23:59:00,2024-12-23 05:00:00,"GHETTO and PRIVÉ join forces to bring you the most vibrant and exclusive Sunday experience in the city. In an iconic venue with an unbeatable location. Los Amantes, a room with stunning decor and the best possible equipment, an unforgettable night awaits you. We will be joined by Afro Dance king A-Star, who guarantees a unique party. In addition, our resident DJs will make the dancefloor vibrate with the best Hip Hop, Afrobeats, Amapiano and R&B beats. Don't miss this event and come and experience Sunday like never before!","The magic of the Tarot has been unleashed. The “Lovers” card has traced the destiny of Madrid's nightlife, and everyone who crosses the doors of this club will be possessed by its charming effects. Los Amantes is an oasis for nightlife in the heart of Madrid where you can vibrate with the heartbeat of the city to the rhythm of the best electronic music, immersing yourself in an electric and exquisite realm in equal parts.","Mesa 500€, Mesa 1000€, 2x25€, Mesa 5000€, 1x15€, Mesa 250€, Mesa 1500€, Mesa 750€","15.0, 25.0, 50.0, 100.0, 375.0, 500.0, 750.0, 2000.0","40.4288828,-3.6874267","Calle Serrano 43, Madrid, Spain","15.0, 25.0, 50.0, 100.0, 375.0, 500.0, 750.0, 2000.0",https://images.xceed.me/events/banners/amantes-by-ghetto-prive-1-madrid-xceed-1eba.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/amantes-by-ghetto-prive-5--173684,reciEs9ttmOu6vy8o,reciEs9ttmOu6vy8o,Madrid,Sunday,False,40.4288828,-3.6874267,Salamanca
Monday Nights at Panthera,NaN,NaN,Panthera,2024-12-23 23:59:00,2024-12-24 03:00:00,Dinner and dance.,"Panthera lurks in the night. If you want to go out in Madrid, Panthera is the place where elegance manifests itself both at dinner and dancing, inviting guests to unleash the beast within them. Live this experience within an environment where pleasure and passion intertwine, transforming from a refined restaurant to a wild cocktail bar.","Ticket, Guest List, Downpayment Menu 2, Downpayment Menu 1, Downpayment VIP Table, Downpayment Dance floor table, Downpayment Menu 3","0.0, 20.0, 150.0, 250.0, 500.0, 750.0, 1000.0","40.4361797,-3.6917622","C/ Miguel Angel, 21, Madrid, Spain","0.0, 20.0, 150.0, 250.0, 500.0, 750.0, 1000.0",https://images.xceed.me/events/banners/jueves-99-madrid-xceed-08ba.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/monday-nights-at-panthera-12--168801,recFxCdIoXml3497l,recFxCdIoXml3497l,Madrid,Monday,True,40.4361797,-3.6917622,Chamberí
Afrovibez,"Urban, Food & drinks, Afrobeats, Amapiano, Hip-hop",NaN,Hood Dogs Planet,2024-12-23 18:00:00,2024-12-24 03:00:00,"¡Descubre la Fiesta Afrovibez de Planet! Cada lunes en Planet Club con nuestra extravagante y electrizante Fiesta Afrovibez! Prepárate para adentrarte en un mundo de ritmos y sonidos que te transportarán a las calles vibrantes de África y más allá. Imagina entrar a nuestro club y ser recibido por una explosión de colores, luces y energía pura. Desde el primer paso que das en nuestra pista de baile, te sumergirás en una atmósfera única y emocionante, donde los afrobeats, amapiano y hip hop se fusionan en una sinfonía de sonidos que despiertan tus sentidos y mueven tu cuerpo durante toda la noche. Con DJ Side presente para garantizar que la música nunca pare. Con sus mezclas innovadoras y su habilidad para entender cada momento, te mantendrán bailando toda la noche, creando momentos inolvidables y dejando huellas en tus recuerdos. Pero la Fiesta Afrovibez en Planet Club es mucho más que solo música. Es una experiencia completa para todos tus sentidos. Sumérgete en un ambiente increíble acompañado de un variedad de luces y espectáculos visualmente deslumbrante. A parte de esto habrá sorpresas durante toda la noche que se darán a lo largo de toda la noche. Y no olvidemos el ambiente. En Planet Club, no solo venimos a bailar, venimos a disfrutar . Tienes la posibilidad de conoce a personas nuevas, conectar con tus amigos y crear recuerdos que durarán toda la vida en un entorno acogedor y lleno de buena vibra. Así que, ¿estás listo para vivir una noche que nunca olvidarás? Únete a nosotros en Planet Club cada lunes para la Fiesta Afrovibez y prepárate para una experiencia que te dejará sin palabras. No te pierdas la oportunidad de ser parte de esta noche maravillosa . Te esperamos con los brazos abiertos y la música lista para hacerte vibrar. ¡Nos vemos allí!","Planet Club lleva diez años liderando el mercado de ocio nocturno ofreciendo las fiestas mas destacadas y originales de la parrilla de eventos de Madrid. Público de calidad, el mejor ambiente y los mejores servicios VIP, estas son las características que hacen de nuestra sala un referente en la capital. Disponemos de diferentes espacios para el público como pistas de baile, reservados y zonas VIP. Puedes consultar los diferentes eventos que ofrecemos semanalmente y adquirir tus entradas con consumición o bien reservar tu mesa vip. Déjate seducir por nuestro personal y coctelería de autor con los mejores ingredientes o bien, diviértete mientras disfrutas de una shisha en compañía de tus amigos. Abrimos los 365 días del año en horario de 20:00 a 3:00 horas y te garantizamos que una vez visites una de nuestras fiestas todo lo demás se te quedará corto. ¡A qué esperas!","Cóctel + Perrito, Reservado VIP, Entrada con 1 copa, Cóctel + Perrito + Shisha, Reservado DJ, Reservado","10.0, 15.0, 30.0, 120.0, 150.0, 200.0","40.4151332,-3.7004227","C. del Príncipe, 20, Madrid, Spain","10.0, 15.0, 30.0, 120.0, 150.0, 200.0",https://images.xceed.me/events/banners/afrovibez-64-madrid-xceed-e193.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/afrovibez-69--173134,recNYxuSMbtM0NQxb,recNYxuSMbtM0NQxb,Madrid,Monday,False,40.4151332,-3.7004227,Madrid
MARTES 24 diciembre,Reggaeton,NaN,Nazca Events Club,2024-12-24 23:45:00,2024-12-25 06:00:00,RESERVADOS,"NAZCA es una sala con una gran dimensión. Dividida en dos plantas diferenciadas entre sí, cada planta tiene acceso directo desde la calle y cuenta con diferentes zonas vip de reservados que también tienen su propio acceso independiente. Con una decoración vanguardista destacan las grandes barras retroiluminadas, la gran pista central con un acceso desde la zona del parking denominada Underground Access que simula a los grandes clubs neoyorkinos. NAZCA nace como la gran apuesta de la noche madrileña donde pincharán los más reconocidos DJs del panorama nacional e internacional.","Bottle Service, Ticket","15.0, 130.0, 150.0, 170.0, 550.0, 600.0","40.4514602,-3.6948156","Calle Orense, 24, Madrid, Spain","15.0, 130.0, 150.0, 170.0, 550.0, 600.0",https://images.xceed.me/events/banners/reservados-viernes-27-septiembre-madrid-xceed-2eec.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/martes-24-diciembre--173337,recRMk0lIIglmjk59,recRMk0lIIglmjk59,Madrid,Tuesday,False,40.4514602,-3.6948156,Tetuán
Xmas eve (back to basics),"International, Reggaeton",NaN,Liberty Supper Club,2024-12-24 23:59:00,2024-12-25 05:30:00,Dress code: Dress To Impress (no short pants allowed),"Liberty is one of the best nightclubs in Madrid, with a selective and exclusive concept. It is located in one of the most exclusive areas with the most nightlife, entertainment in the capital, Juan Bravo street, 31 . It is one of the preferred clubs by the Madrid and international jet set for its exclusivity and because it is in the Salamanca district, one of the most posh of the city. In liberty, the best music and party are guaranteed. Come and discover everything we have for you !","1st Release (Only Girls), General entrance, 2nd Release (Only Girls), 1st release (Only Boys), Last chance","20.0, 25.0, 30.0","40.4327735,-3.6789037999999","Calle de Juan Bravo, 31, Madrid, Spain","20.0, 25.0, 30.0",https://images.xceed.me/events/banners/friday-at-liberty-3-madrid-xceed-988e.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/xmas-eve-back-to-basics--172931,reczy3JNWDWlMrDLs,reczy3JNWDWlMrDLs,Madrid,Tuesday,False,40.4327735,-3.6789037999999,Salamanca
Xmas eve (back to basics),"International, Reggaeton",NaN,Liberty Supper Club,2024-12-24 23:59:00,2024-12-25 05:30:00,Dress code: Dress To Impress (no short pants allowed),"Liberty is one of the best nightclubs in Madrid, with a selective and exclusive concept. It is located in one of the most exclusive areas with the most nightlife, entertainment in the capital, Juan Bravo street, 31 . It is one of the preferred clubs by the Madrid and international jet set for its exclusivity and because it is in the Salamanca district, one of the most posh of the city. In liberty, the best music and party are guaranteed. Come and discover everything we have for you !","1st Release (Only Girls), General entrance, 2nd Release (Only Girls), 1st release (Only Boys), Last chance","20.0, 25.0, 30.0","40.4327735,-3.6789037999999","Calle de Juan Bravo, 31, Madrid, Spain","20.0, 25.0, 30.0",https://images.xceed.me/events/banners/friday-at-liberty-3-madrid-xceed-988e.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/xmas-eve-back-to-basics--172931,recvymqSy8v7BQZn6,recvymqSy8v7BQZn6,Madrid,Tuesday,False,40.4327735,-3.6789037999999,Salamanca
Supreme,"Urban, Food & drinks, Hip-hop, Afrobeats, R&B",NaN,Hood Dogs Planet,2024-12-25 18:00:00,2024-12-26 03:00:00,"¡Bienvenidos a la Fiesta Supreme Party en Planet Club! Cada miércoles, te invitamos a ser parte del evento que ha revolucionado la vida nocturna en Madrid. Desde hace dos años, la Fiesta Supreme Party ha sido líder indiscutible, ganándose un lugar especial en el corazón de todos los amantes de la música urbana. Evento Líder en Miércoles Nocturnos Lo primero, es que se ha consolidado como el evento más esperado de los miércoles en Madrid. Con dos años de éxito continuo, hemos marcado la diferencia cada semana, ofreciendo una experiencia única y emocionante que atrae a un público diverso y entusiasta. Selección Musical Excepcional en la Fiesta Supreme Party Por otro lado, la música es el alma de fiesta.Disfruta de los mejores DJ’s que te harán vibrar con una mezcla perfecta de R&B, Hip-Hop, Afrobeat y Dancehall. Cada canción está cuidadosamente seleccionado para mantener la pista de baile en movimiento y garantizar que cada momento sea memorable. Ubicación Central y Accesible Además, Planet Club está situado en una ubicación estratégica en Madrid, facilitando el acceso desde cualquier punto de la ciudad. Se puede llegar tanto en metro como en bus. Promociones y Sorpresas en la Fiesta Supreme Party También en cada Fiesta Supreme Party, siempre hay algo especial reservado para nuestros asistentes. A través de sorpresas en la pista de baile, cada noche es única y emocionante. ¡No olvides seguirnos en nuestras redes sociales para estar al tanto de todas las novedades y promociones exclusivas! Descubre la Mejor Noche de los Miércoles en Madrid Por lo tanto, no te pierdas la oportunidad de ser parte de una de las fiestas más icónicas y emocionantes de la semana. En Planet Club te garantiza una noche llena de buena música, ambiente vibrante y la mejor compañía. Reúne a tus amigos, ponte tu mejor atuendo y prepárate para una noche que marcará la diferencia.","Planet Club lleva diez años liderando el mercado de ocio nocturno ofreciendo las fiestas mas destacadas y originales de la parrilla de eventos de Madrid. Público de calidad, el mejor ambiente y los mejores servicios VIP, estas son las características que hacen de nuestra sala un referente en la capital. Disponemos de diferentes espacios para el público como pistas de baile, reservados y zonas VIP. Puedes consultar los diferentes eventos que ofrecemos semanalmente y adquirir tus entradas con consumición o bien reservar tu mesa vip. Déjate seducir por nuestro personal y coctelería de autor con los mejores ingredientes o bien, diviértete mientras disfrutas de una shisha en compañía de tus amigos. Abrimos los 365 días del año en horario de 20:00 a 3:00 horas y te garantizamos que una vez visites una de nuestras fiestas todo lo demás se te quedará corto. ¡A qué esperas!","Cóctel + Perrito, Reservado VIP, Ticket, Cóctel + Perrito + Shisha, Reservado DJ, Reservado, 2 copas por 16€","10.0, 15.0, 16.0, 30.0, 100.0, 150.0, 200.0","40.4151332,-3.7004227","C. del Príncipe, 20, Madrid, Spain","10.0, 15.0, 16.0, 30.0, 100.0, 150.0, 200.0",https://images.xceed.me/events/banners/supreme-8-madrid-xceed-60da.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/supreme-14--173135,recbxTeh0B03w4uXa,recbxTeh0B03w4uXa,Madrid,Wednesday,False,40.4151332,-3.7004227,Madrid
MIERCOLES 25 diciembre,Reggaeton,NaN,Nazca Events Club,2024-12-25 23:45:00,2024-12-26 06:00:00,SALA NAZCA,"NAZCA es una sala con una gran dimensión. Dividida en dos plantas diferenciadas entre sí, cada planta tiene acceso directo desde la calle y cuenta con diferentes zonas vip de reservados que también tienen su propio acceso independiente. Con una decoración vanguardista destacan las grandes barras retroiluminadas, la gran pista central con un acceso desde la zona del parking denominada Underground Access que simula a los grandes clubs neoyorkinos. NAZCA nace como la gran apuesta de la noche madrileña donde pincharán los más reconocidos DJs del panorama nacional e internacional.","Bottle Service, Ticket","15.0, 100.0, 150.0","40.4514602,-3.6948156","Calle Orense, 24, Madrid, Spain","15.0, 100.0, 150.0",https://images.xceed.me/events/banners/botellas-miercoles-13-noviembre-madrid-xceed-93ba.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/miercoles-25-diciembre--173301,recS7Gxuc1mIA6jSE,recS7Gxuc1mIA6jSE,Madrid,Wednesday,False,40.4514602,-3.6948156,Tetuán
